19.100000381469718.19491004943000000000 2005-09-2721.04999923719.2999992
15.529999732971114.93302726745000000003 2013-04-0815.81999969415.8400001
15.670000076293914.80103969573000000004 2013-04-0916.06999969415.6999998
15.699999809265114.87645912170000000003 2013-04-1015.73999977115.7799997
0000000000015.7515.26298522949000000005 2013-04-1115.77000045716.1900005
15.949999809265115.21584606170000000003 2013-04-1216.11000061016.1399993
15.470000267028814.69733905792000000006 2013-04-1516.20000076215.5900001
15.810000419616715.43268013000000000010 2013-04-1615.96000003816.3700008
15.899999618530215.57409191131000000006 2013-04-1716.17000007616.5200004
15.949999809265115.17813968658000000007 2013-04-1816.54000091516.1000003
15.850000381469715.10271930694000000005 2013-04-1916.10000038116.0200004
00000000000015.514.63134574890000000009 2013-04-2215.98999977115.5200004
15.329999923706015.36668300628000000012 2013-04-2315.32999992316.2999992
000000000000001615.50809669494000000006 2013-04-2416.26000022816.4500007
16.190000534057615.29126262664000000005 2013-04-2516.54999923716.2199993
16.159999847412115.64008140563000000007 2013-04-2616.37999916016.5900001
16.559999465942315.84748268127000000005 2013-04-2916.70000076216.8099994
16.569999694824215.93233203887000000003 2013-04-3016.79999923716.8999996
16.600000381469715.64951133728000000004 2013-05-0116.90999984716.6000003
16.600000381469715.97003555297000000004 2013-05-0216.71999931316.9400005
16.889999389648416.04545593261000000006 2013-05-0317.02000045717.0200004
16.909999847412116.02660179138000000003 2013-05-0617.0499992370000000017
16.950000762939416.00774765014000000003 2013-05-0717.14999961816.9799995
16.989999771118116.34713363647000000006 2013-05-0817.01000022817.3400001
17.340000152587816.38484764099000000006 2013-05-0917.53000068617.3799991
17.409999847412116.74308586120000000004 2013-05-1017.61000061017.7600002
17.569999694824216.70538139343000000004 2013-05-1317.73999977117.7199993
17.799999237060517.06361770629000000005 2013-05-1417.81999969418.1000003
18.309999465942317.73296356201000000008 2013-05-1518.37000083918.8099994
18.879999160766618.02521514892000000006 2013-05-1618.95999908419.1200008
0000000000018.7517.92151451110000000007 2013-05-1719.37999916019.0100002
18.389999389648417.52556419372000000006 2013-05-2019.04999923718.5900001
17.649999618530216.92220687866000000010 2013-05-2118.54999923717.9500007
17.709999084472616.90335083007000000008 2013-05-2218.05999946517.9300003
17.440000534057617.14846611022000000007 2013-05-2317.47999954218.1900005
17.889999389648417.16732406616000000004 2013-05-2418.11000061018.2099990
18.049999237060517.08247566223000000004 2013-05-2818.44000053418.1200008
17.649999618530216.80907821655000000004 2013-05-2918.05999946517.8299999
17.659999847412116.65824127197000000004 2013-05-3017.92000007617.6700000
17.549999237060516.56397056579000000003 2013-05-3117.65999984717.5699996
17.399999618530216.71480941772000000005 2013-06-0317.54000091517.7299995
17.559999465942316.63938331604000000004 2013-06-0417.78000068617.6499996
16.850000381469715.97947025299000000011 2013-06-0517.14999961816.9500007
15.930000305175715.68721771240000000012 2013-06-0616.92000007616.6399993
16.649999618530216.04545593261000000004 2013-06-0716.88999938917.0200004
17.049999237060516.27171516418000000004 2013-06-1017.09000015217.2600002
0000000000016.7515.95118522644000000003 2013-06-1116.94000053416.9200000
16.649999618530215.91347312927000000003 2013-06-1216.96999931316.8799991
16.639999389648416.03603363037000000005 2013-06-1316.85000038117.0100002
16.809999465942315.96061801910000000002 2013-06-1416.95999908416.9300003
16.739999771118115.97947025299000000002 2013-06-1717.02000045716.9500007
16.819999694824216.23400878906000000004 2013-06-1816.94000053417.2199993
000000000000001716.08316612243000000002 2013-06-1917.15999984717.0599994
16.530000686645515.77206420898000000005 2013-06-2016.72999954216.7299995
16.049999237060515.40439510345000000006 2013-06-2116.79999923716.3400001
15.590000152587815.20641994476000000006 2013-06-2416.05999946516.1299991
16.159999847412115.51752567291000000003 2013-06-2516.21999931316.4599990
16.170000076293915.24412822723000000003 2013-06-260000000016.516.1700000
000000000000001615.37611389160000000003 2013-06-2716.29000091516.3099994
16.159999847412115.47981452941000000007 2013-06-2816.23999977116.4200000
16.479999542236315.83805561065000000004 2013-07-010000000016.516.7999992
16.360000610351515.48924541473000000004 2013-07-0216.78000068616.4300003
16.040000915527315.79091835021000000002 2013-07-0316.0599994650000016.75
16.680000305175715.87576389312000000002 2013-07-0516.93000030516.8400001
16.850000381469715.97003555297000000002 2013-07-0816.94000053416.9400005
16.969999313354416.36599349975000000004 2013-07-0917.01000022817.3600006
17.010000228881816.18686866760000000004 2013-07-1017.31999969417.1700000
17.270000457763616.37541770935000000003 2013-07-1117.39999961817.3700008
17.350000381469716.55454254150000000003 2013-07-1217.36000061017.5599994
17.559999465942316.74308586120000000003 2013-07-1517.65999984717.7600002
0000000000017.7516.92220687866000000003 2013-07-1617.86000061017.9500007
17.950000762939417.39357757568000000006 2013-07-1717.95999908418.4500007
18.309999465942317.36529922485000000008 2013-07-1818.70000076218.4200000
000000000000001817.18617820739000000004 2013-07-1918.26000022818.2299995
000000000000001817.11075973510000000004 2013-07-22000000018.2518.1499996
17.850000381469717.01647949218000000004 2013-07-2318.32999992318.0499992
18.219999313354417.44071960449000000010 2013-07-2418.43000030500000018.5
18.299999237060517.75182151794000000009 2013-07-2518.48999977118.8299999
18.680000305175717.99693298339000000007 2013-07-2618.73999977119.0900001
18.930000305175718.12892150878000000006 2013-07-2919.06999969419.2299995
19.110000610351518.10063362121000000006 2013-07-3019.32999992319.2000007
19.190000534057618.24204635620000000009 2013-07-31000000019.2519.3500003
19.239999771118118.27032470703000000007 2013-08-0119.44000053419.3799991
18.899999618530217.83666610717000000007 2013-08-0219.37999916018.9200000
18.899999618530218.07235336303000000004 2013-08-0518.89999961819.1700000
18.829999923706017.83666610717000000003 2013-08-0619.17000007618.9200000
18.520000457763617.78952980041000000004 2013-08-0718.84000015218.8700008
18.899999618530217.89323234558000000004 2013-08-0818.98999977118.9799995
18.559999465942317.53499221801000000004 2013-08-0918.90999984718.6000003
18.069999694824217.74239540100000000004 2013-08-1218.48999977118.8199996
16.290000915527315.42325019836000000078 2013-08-1318.86000061016.3600006
15.350000381469715.24412822723000000028 2013-08-1416.04999923716.1700000
15.649999618530214.81989574432000000010 2013-08-1515.97000026715.7200002
15.699999809265115.09329128265000000008 2013-08-1615.69999980916.0100002
15.619999885559014.74447631835000000006 2013-08-1915.97000026715.6400003
15.600000381469714.89531421661000000006 2013-08-2015.64000034315.8000001
0000000000015.7514.90474033355000000004 2013-08-2115.80000019015.8100004
15.899999618530215.33840370178000000004 2013-08-2215.90999984716.2700004
16.100000381469715.23470211029000000002 2013-08-2316.29999923716.1599998
16.030000686645515.28183555603000000002 2013-08-2616.15999984716.2099990
15.329999923706014.58421230316000000006 2013-08-2715.86999988515.4700002
15.279999732971114.46165847778000000003 2013-08-2815.38000011415.3400001
15.720000267028815.04615306854000000007 2013-08-2916.03000068615.9600000
16.069999694824215.23470211029000000007 2013-08-3016.10000038116.1599998
16.110000610351515.45153236389000000004 2013-09-0316.37999916016.3899993
16.440000534057615.84748268127000000004 2013-09-0416.48999977116.8099994
16.879999160766616.01718139648000000003 2013-09-0516.95000076216.9899997
16.620000839233415.83805561065000000004 2013-09-0617.18000030516.7999992
16.840000152587816.46969604492000000005 2013-09-0916.86000061017.4699993
17.639999389648417.08247566223000000005 2013-09-1017.69000053418.1200008
17.309999465942316.70538139343000000006 2013-09-1118.03000068617.7199993
17.549999237060516.62053108215000000003 2013-09-1217.69000053417.6299991
17.709999084472616.84678840637000000002 2013-09-1317.70999908417.8700008
17.969999313354417.03533744812000000005 2013-09-1618.15999984718.0699996
00000000000018.517.64812088012000000005 2013-09-1718.56999969418.7199993
18.469999313354417.61041450500000000004 2013-09-1818.68000030518.6800003
18.610000610351517.88380241394000000005 2013-09-1918.67000007618.9699993
18.829999923706017.80838394165000000004 2013-09-2018.94000053418.8899993
18.540000915527317.78010368347000000003 2013-09-2318.88999938918.8600006
18.680000305175717.90265655517000000005 2013-09-2418.79000091518.9899997
18.799999237060518.08177947998000000003 2013-09-2519.12999916019.1800003
19.100000381469718.35517501831000000003 2013-09-2619.17000007619.4699993
18.770000457763617.98750495910000000004 2013-09-2719.09000015219.0799999
18.040000915527317.87437629699000000004 2013-09-3018.34000015218.9599990
18.979999542236318.56257820129000000007 2013-10-0118.97999954219.6900005
19.739999771118118.70398712158000000005 2013-10-0200000000002019.8400001
19.670000076293919.30734825134000000007 2013-10-0300000000002020.4799995
20.309999465942319.35448455810000000006 2013-10-0420.30999946520.5300006
20.299999237060519.22249794006000000003 2013-10-0720.40999984720.3899993
19.920000076293918.87368583679000000004 2013-10-0820.31999969420.0200004
19.770000457763618.91139793395000000003 2013-10-0920.07999992320.0599994
20.270000457763619.32619857788000000003 2013-10-1020.35000038100000020.5
20.420000076293919.53360557556000000003 2013-10-110000000020.520.7199993
20.260000228881819.40162277221000000003 2013-10-1420.52000045720.5799999
20.319999694824219.32619857788000000003 2013-10-1520.63999938900000020.5
20.450000762939419.43933296203000000003 2013-10-1620.56999969420.6200008
20.639999389648419.79757118225000000004 2013-10-1720.7199993130000000021
20.819999694824219.92955207824000000003 2013-10-1821.22999954221.1399993
21.069999694824220.00497436523000000002 2013-10-2121.22999954221.2199993
21.340000152587820.69317626953000000005 2013-10-2221.53000068621.9500007
21.309999465942320.17466545104000000005 2013-10-2321.81999969421.3999996
21.819999694824221.37195205688000000009 2013-10-2422.07999992322.6700000
21.649999618530220.88172531127000000009 2013-10-2522.76000022822.1499996
21.879999160766620.74973678588000000004 2013-10-2822.23999977122.0100002
22.069999694824221.08912658691000000005 2013-10-2922.76000022822.3700008
21.819999694824221.28709983825000000013 2013-10-3022.37999916022.5799999
21.969999313354420.71202468872000000006 2013-10-3122.60000038121.9699993
21.600000381469721.15511894226000000007 2013-11-0122.04000091522.4400005
22.569999694824221.40965843200000000019 2013-11-0422.60000038122.7099990
22.329999923706021.38138008117000000007 2013-11-05000000022.7522.6800003
21.899999618530221.11740684509000000008 2013-11-0623.26000022822.3999996
21.950000762939420.81572723388000000006 2013-11-0722.53000068622.0799999
22.120000839233421.88103103637000000008 2013-11-0822.15999984723.2099990
23.059999465942321.93759346008000000003 2013-11-11000000023.2523.2700004
00000000000022.522.17328071594000000040 2013-11-1223.26000022823.5200004
23.129999160766621.97529792785000000020 2013-11-1324.21999931323.3099994
23.379999160766622.30526161193000000012 2013-11-1423.79000091523.6599998
23.319999694824222.52209281921000000013 2013-11-1523.72999954223.8899993
24.040000915527323.00289726257000000010 2013-11-1824.21999931324.3999996
24.079999923706022.84262275695000000014 2013-11-1924.54999923724.2299995
23.909999847412122.68235588073000000011 2013-11-2024.29000091524.0599994
23.780000686645522.61636543273000000009 2013-11-2124.06999969423.9899997
23.899999618530222.88033866882000000012 2013-11-2224.20000076224.2700004
000000000000002422.85205078125000000009 2013-11-2524.45000076224.2399997
23.700000762939422.44667434692000000010 2013-11-2624.17000007623.8099994
23.629999160766622.60693931579000000014 2013-11-2723.92000007623.9799995
23.450000762939422.13557052612000000004 2013-11-2924.12000083923.4799995
23.010000228881821.72076034545000000009 2013-12-0223.54999923723.0400009
22.010000228881821.10798263549000000017 2013-12-0322.98999977122.3899993
21.690000534057620.61775588989000000016 2013-12-0422.37999916021.8700008
21.450000762939421.07027244567000000030 2013-12-0522.27000045722.3500003
22.129999160766621.25882339477000000028 2013-12-0622.71999931322.5499992
23.450000762939423.19143676757000000043 2013-12-0923.95000076224.6000003
24.409999847412123.45540809631000000018 2013-12-1024.54000091524.8799991
25.370000839233424.50185012817000000038 2013-12-1125.44000053425.9899997
25.450000762939423.99277305603000000019 2013-12-1226.20000076225.4500007
25.520000457763624.72811126708000000012 2013-12-1325.61000061026.2299995
26.350000381469725.08635330200000000013 2013-12-1626.62999916026.6100006
25.950000762939424.60555458068000000011 2013-12-1726.46999931326.1000003
25.549999237060524.72811126708000000009 2013-12-1825.98999977126.2299995
25.819999694824224.62440490722000000006 2013-12-1926.09000015226.1200008
26.139999389648424.82238197326000000008 2013-12-2026.15999984726.3299999
26.049999237060524.68097114562000000005 2013-12-2326.29000091526.1800003
000000000000002624.74696540832000000002 2013-12-240000000000260000026.25
25.979999542236324.63383102416000000004 2013-12-2626.12000083926.1299991
24.909999847412123.51197242736000000013 2013-12-2725.95000076224.9400005
24.649999618530223.36113357543000000008 2013-12-3024.87000083924.7800006
24.629999160766623.80422019958000000007 2013-12-3124.7399997710000025.25
25.059999465942323.90792655944000000008 2014-01-0225.06999969425.3600006
25.510000228881825.02035713195000000013 2014-01-03000000025.7526.5400009
26.600000381469725.48230361938000000011 2014-01-0626.62000083927.0300006
26.670000076293925.36917686462000000011 2014-01-0727.20000076226.9099998
26.350000381469726.04795074462000000015 2014-01-0826.37000083927.6299991
28.200000762939427.73545265197000000026 2014-01-0928.23999977129.4200000
0000000000028.7527.66946411132000000012 2014-01-1029.04999923729.3500003
28.579999923706027.00954055786000000010 2014-01-1329.18000030528.6499996
28.709999084472627.21694755554000000010 2014-01-14000000028.7528.8700008
28.700000762939427.18866539001000000011 2014-01-1528.89999961828.8400001
28.700000762939427.66003227233000000007 2014-01-1628.94000053429.3400001
29.170000076293928.30109596252000000018 2014-01-1729.29999923730.0200004
30.200000762939428.90445137023000000010 2014-01-2130.65999984730.6599998
30.649999618530229.41353607177000000007 2014-01-2230.70999908431.2000007
30.620000839233429.55494499206000000011 2014-01-2330.64999961831.3500003
29.909999847412128.65933609008000000013 2014-01-2431.02000045730.3999996
28.670000076293928.45193862915000000016 2014-01-2730.39999961830.1800003
30.020000457763630.13002014160000000023 2014-01-2830.31999969431.9599990
32.099998474121031.09161376953000000022 2014-01-2932.24000167832.9799995
33.200000762939431.86466407775000000013 2014-01-3033.36000061033.7999992
000000000000003331.62897682189000000012 2014-01-3133.43999862633.5499992
33.049999237060532.01549530029000000021 2014-02-0333.95000076233.9599990
33.580001831054632.10034942626000000011 2014-02-0434.04000091534.0499992
33.400001525878931.86466407775000000015 2014-02-0533.81999969433.7999992
33.700000762939432.67542266845000000013 2014-02-0633.70999908434.6599998
34.650001525878933.62757873535000000015 2014-02-0734.81000137335.6699981
35.380001068115233.54273605346000000011 2014-02-1036.09999847435.5800018
34.389999389648433.11849594116000000011 2014-02-1135.58000183135.1300010
34.360000610351532.70369338989000000009 2014-02-1234.88999938934.6899986
34.060001373291033.02423477172000000008 2014-02-1334.06999969435.0299987
34.220001220703132.43972778320000000007 2014-02-1434.84999847434.4099998
34.200000762939432.34546661376000000007 2014-02-1834.72999954234.3100013
34.110000610351532.60942459106000000007 2014-02-19000000034.2534.5900001
34.430000305175733.61815643310000000009 2014-02-2034.43000030535.6599998
0000000000035.7534.09896087646000000007 2014-02-2135.77999877936.1699981
36.020000457763634.55148315429000000007 2014-02-2436.20000076236.6500015
36.509998321533234.88143920898000000008 2014-02-2536.6300010680000000037
36.580001831054634.64574813842000000010 2014-02-2637.1199989310000036.75
36.340000152587834.46662521362000000005 2014-02-2736.88000106836.5600013
36.069999694824234.81543731689000000007 2014-02-2836.11000061036.9300003
35.319999694824234.03295898437000000009 2014-03-0336.16999816836.0999984
36.569999694824235.20196914672000000011 2014-03-0436.56999969437.3400001
37.509998321533235.69219589233000000008 2014-03-0537.59999847437.8600006
38.279998779296836.58779907226000000014 2014-03-0638.27999877938.8100013
38.110000610351536.78577041625000000010 2014-03-0739.22000122039.0200004
38.549999237060536.72920608520000000011 2014-03-1038.70000076238.9599990
37.950000762939435.89959716796000000011 2014-03-1138.65000152538.0800018
37.229999542236335.40937805175000000009 2014-03-1237.97000122037.5600013
0000000000035.7534.63632583618000000011 2014-03-1337.90000152536.7400016
35.669998168945334.25921630859000000007 2014-03-1400000000003636.3400001
36.529998779296835.54135894775000000009 2014-03-1736.61999893137.7000007
37.090000152587835.21138763427000000005 2014-03-18000000037.7537.3499984
36.680000305175734.95685577392000000003 2014-03-1937.27000045737.0800018
36.279998779296834.46662521362000000006 2014-03-2036.61000061036.5600013
35.909999847412134.04239654541000000014 2014-03-2136.75999832136.1100006
36.029998779296834.69287872314000000006 2014-03-24000000036.2536.7999992
36.860000610351535.72990798950000000010 2014-03-2536.88000106837.9000015
36.639999389648434.59860992431000000007 2014-03-2638.15000152536.7000007
35.020000457763633.72186279296000000009 2014-03-2736.61999893135.7700004
35.349998474121033.36362075805000000006 2014-03-2835.77000045735.3899993
0000000000035.7534.50433731079000000008 2014-03-3135.84000015236.5999984
36.849998474121035.76760482788000000011 2014-04-0136.95000076237.9399986
37.479999542236300035.55078125000000012 2014-04-0238.24000167837.7099990
36.959999084472635.20196914672000000007 2014-04-0337.72000122037.3400001
36.299999237060534.46662521362000000008 2014-04-0437.40999984736.5600013
35.459999084472633.73129272460000000010 2014-04-0736.77999877935.7799987
33.619998931884733.91983795166000000017 2014-04-0800000000003635.9799995
35.159999847412134.78715515136000000011 2014-04-0936.08000183136.9000015
34.599998474121033.26935195922000000016 2014-04-1036.70000076235.2900009
33.590000152587831.75152778625000000015 2014-04-1134.09999847433.6800003
32.770000457763631.45928192138000000013 2014-04-1400000000003433.3699989
31.860000610351531.78925323486000000015 2014-04-1533.52000045733.7200012
33.939998626708933.47675323486000000015 2014-04-1634.16999816835.5099983
34.819999694824233.37305450439000000009 2014-04-170000000035.535.4000015
34.860000610351533.62757873535000000007 2014-04-2135.08000183135.6699981
0000000000035.7534.08953094482000000008 2014-04-2235.75999832136.1599998
36.400001525878934.96628189086000000014 2014-04-2337.13999938937.0900001
35.799999237060535.12654876708000000021 2014-04-2437.84000015237.2599983
35.909999847412133.93869018554000000009 2014-04-250000000000370000000036
34.340000152587833.14678192138000000013 2014-04-2836.40999984735.1599998
34.970001220703133.47675323486000000008 2014-04-2935.20000076235.5099983
34.889999389648433.06194305419000000006 2014-04-3035.68000030535.0699996
35.470001220703134.30635070800000000011 2014-05-0135.86000061036.3899993
36.060001373291034.40063476562000000006 2014-05-0236.27000045736.4900016
35.790000915527334.50433731079000000005 2014-05-0536.08000183136.5999984
36.389999389648434.57033538818000000009 2014-05-0637.13999938936.6699981
36.310001373291035.08884429931000000007 2014-05-0736.52999877937.2200012
37.049999237060536.05985641479000000014 2014-05-08000000037.250000038.25
37.909999847412136.06928634643000000009 2014-05-0937.95999908438.2599983
38.349998474121037.13458251953000000012 2014-05-1238.34999847439.3899993
38.849998474121037.05916976928000000008 2014-05-1338.95000076239.3100013
38.560001373291036.61607360839000000007 2014-05-1439.08000183138.8400001
37.479999542236336.00329971313000000010 2014-05-1538.54999923738.1899986
37.759998321533236.32382965087000000007 2014-05-1638.00999832138.5299987
38.099998474121036.36154174804000000007 2014-05-1938.49000167838.5699996
38.020000457763636.05043029785000000006 2014-05-2038.54000091538.2400016
38.049999237060536.12584686279000000006 2014-05-2138.27999877938.3199996
38.299999237060536.50295639038000000006 2014-05-2238.29999923738.7200012
38.529998779296836.87062454223000000009 2014-05-2338.52999877939.1100006
39.229999542236337.09688568115000000009 2014-05-2739.38000106839.3499984
39.189998626708937.52111053466000000011 2014-05-2839.40000152539.7999992
39.360000610351537.53995895385000000009 2014-05-2939.88999938939.8199996
39.680000305175737.86049270629000000013 2014-05-3039.83000183140.1599998
000000000000004038.85980224609000000009 2014-06-0200000000004041.2200012
41.110000610351539.06721115112000000009 2014-06-0341.13000106841.4399986
41.200000762939440.36818695068000000011 2014-06-0441.36000061042.8199996
42.270000457763639.98166656494000000008 2014-06-0500000000004342.4099998
42.419998168945341.36750030517000000013 2014-06-0642.45000076243.8800010
43.069999694824241.09410476684000000011 2014-06-0900000000004443.5900001
42.930000305175741.16009521484000000008 2014-06-100000000043.543.6599998
42.029998779296839.86853790283000000013 2014-06-1142.90000152542.2900009
38.849998474121037.89820861816000000037 2014-06-1241.27000045740.2000007
39.549999237060538.06790161132000000013 2014-06-13000000040.2540.3800010
39.669998168945338.70896911621000000013 2014-06-1639.68000030541.0600013
40.759998321533239.47257995605000000012 2014-06-1741.08000183141.8699989
41.569999694824240.21734237670000000011 2014-06-1841.93000030542.6599998
42.659999847412140.59444808959000000014 2014-06-1942.81999969443.0600013
43.029998779296841.99913406372000000040 2014-06-2043.04000091544.5499992
43.799999237060541.82001113891000000018 2014-06-2344.29999923744.3600006
42.759998321533240.70757293701000000013 2014-06-2444.13999938943.1800003
42.299999237060541.39577865600000000010 2014-06-2542.90000152543.9099998
00000000000043.541.99913406372000000011 2014-06-2643.95999908444.5499992
43.909999847412141.48062133789000000041 2014-06-2744.2999992370000000044
42.830001831054640.50016403198000000010 2014-06-3044.04000091542.9599990
43.049999237060541.34864044189000000009 2014-07-0143.43999862643.8600006
41.419998168945339.54800796508000000019 2014-07-0242.88999938941.9500007
41.400001525878939.23690795898000000008 2014-07-0342.61000061041.6199989
39.919998168945337.80393600463000000014 2014-07-0741.72000122040.0999984
37.900001525878937.95477676391000000026 2014-07-0839.13999938940.2599983
40.509998321533239.58572387695000000020 2014-07-0942.08000183141.9900016
40.770000457763640.36818695068000000011 2014-07-1000000000004142.8199996
42.520000457763640.42476272583000000008 2014-07-1142.90999984742.8800010
42.729999542236340.51902389526000000007 2014-07-1443.25999832142.9799995
42.779998779296841.19780731201000000008 2014-07-1543.33000183143.7000007
43.299999237060540.99039840698000000006 2014-07-1600000000004443.4799995
41.650001525878939.31232452392000000013 2014-07-1743.04000091541.7000007
42.150001525878940.46246337890000000008 2014-07-1842.22999954242.9199981
0000000000042.2540.04765701293000000005 2014-07-2142.90999984742.4799995
42.150001525878939.95337677001000000006 2014-07-2242.70000076242.3800010
42.650001525878940.84898376464000000010 2014-07-2342.72000122043.3300018
41.700000762939439.74597930908000000018 2014-07-240000000042.542.1599998
41.340000152587839.29346084594000000010 2014-07-25000000042.2541.6800003
39.810001373291037.98304748535000000015 2014-07-2841.86999893140.2900009
39.389999389648437.26657867431000000010 2014-07-2940.65000152539.5299987
39.299999237060537.28543090820000000010 2014-07-3039.90000152539.5499992
38.049999237060536.71834945678000000013 2014-07-3138.90000152538.8499984
38.430000305175737.26652908325000000008 2014-08-01000000038.7539.4300003
37.630001068115236.04730224609000000011 2014-08-0439.49000167838.1399993
36.740001678466835.13998031616000000010 2014-08-0537.88999938937.1800003
36.139999389648435.40460586547000000009 2014-08-0636.56000137337.4599990
00000000000036.534.83753967285000000009 2014-08-0737.70000076236.8600006
35.229999542236335.13998031616000000020 2014-08-0836.56000137337.1800003
37.349998474121035.88663482666000000009 2014-08-1137.79000091537.9700012
37.270000457763635.46132659912000000006 2014-08-1238.13999938937.5200004
37.439998626708936.02840042114000000006 2014-08-1337.63999938938.1199989
38.459999084472637.39883804321000000010 2014-08-140000000038.539.5699996
38.790000915527337.03968429565000000009 2014-08-1539.97999954239.1899986
39.599998474121038.42903518676000000010 2014-08-1839.59999847440.6599998
40.259998321533238.21164703369000000005 2014-08-1940.95999908440.4300003
40.029998779296838.37232208251000000006 2014-08-2040.40000152540.5999984
39.450000762939437.34212493896000000008 2014-08-21000000040.7539.5099983
39.549999237060537.66347503662000000005 2014-08-2239.59999847439.8499984
39.400001525878937.25706481933000000007 2014-08-2540.22999954239.4199981
39.069999694824236.94517135620000000005 2014-08-2639.54999923739.0900001
38.680000305175736.85066223144000000006 2014-08-2739.36000061038.9900016
38.700000762939437.02078628540000000003 2014-08-2838.70999908439.1699981
38.360000610351536.74669647216000000006 2014-08-2939.09999847438.8800010
38.889999389648438.27781295776000000010 2014-09-0200000000003900000040.5
38.669998168945336.99243545532000000009 2014-09-0339.72999954239.1399993
38.360000610351536.35919570922000000012 2014-09-0439.36999893138.4700012
37.709999084472635.77321243286000000012 2014-09-0538.50999832137.8499984
37.959999084472636.13236618041000000007 2014-09-0837.95999908438.2299995
37.380001068115235.87718200683000000009 2014-09-0937.63000106837.9599990
37.909999847412136.46316528320000000008 2014-09-1037.93000030538.5800018
37.930000305175736.00004959106000000010 2014-09-1138.72999954238.0900001
37.630001068115235.58419036865000000008 2014-09-1238.09000015237.6500015
36.840000152587835.03601837158000000007 2014-09-1537.59999847437.0699996
36.810001373291035.89608001708000000006 2014-09-1600000000003737.9799995
37.040000915527335.40460586547000000006 2014-09-1737.91999816837.4599990
37.599998474121035.96223831176000000004 2014-09-1837.70000076238.0499992
36.630001068115234.62015914916000000017 2014-09-1938.06000137336.6300010
35.439998626708933.62776565551000000010 2014-09-2200000000003735.5800018
34.639999389648433.39148712158000000012 2014-09-2335.04000091535.3300018
35.180000305175734.13813781738000000008 2014-09-2435.47000122036.1199989
34.869998931884733.27806472778000000010 2014-09-2535.88000106835.2099990
35.020000457763633.95855712890000000008 2014-09-26000000035.2535.9300003
34.939998626708933.10794830322000000007 2014-09-2935.34999847435.0299987
34.340000152587833.53325653076000000010 2014-09-3035.04999923735.4799995
33.849998474121032.50306701660000000019 2014-10-0134.72000122034.3899993
33.509998321533232.06829452514000000021 2014-10-0234.47000122033.9300003
34.610000610351534.24209976196000000015 2014-10-0334.65999984736.2299995
34.860000610351533.01343154907000000012 2014-10-0636.31000137334.9300003
34.060001373291032.21952819824000000010 2014-10-07000000034.7534.0900001
32.599998474121031.18932723999000000022 2014-10-0834.5299987790000000033
31.940000534057630.22529602050000000022 2014-10-090000000033.531.9799995
29.780000686645529.09113693237000000031 2014-10-1031.54999923730.7800006
28.100000381469727.01185035705000000034 2014-10-1331.06999969428.5799999
29.280000686645529.78108215332000000028 2014-10-1429.29000091531.5100002
29.489999771118129.95120620727000000039 2014-10-1530.21999931331.6900005
000000000000003031.16098022460000000024 2014-10-1630.62999916032.9700012
32.810001373291031.54847526550000000016 2014-10-1733.88000106833.3800010
000000000000003433.28752899169000000013 2014-10-2034.18999862635.2200012
36.020000457763635.77321243286000000026 2014-10-2136.13999938937.8499984
36.939998626708935.00765609741000000018 2014-10-2238.04999923737.0400009
36.799999237060536.36864471435000000033 2014-10-2337.43000030538.4799995
38.580001831054637.63512802124000000017 2014-10-2438.59999847439.8199996
39.290000915527337.72018051147000000013 2014-10-2739.59999847439.9099998
0000000000039.7538.03208923339000000012 2014-10-2840.11000061040.2400016
39.240001678466837.74853134155000000015 2014-10-2940.06999969439.9399986
39.619998931884738.18439102172000000010 2014-10-3039.90999984740.2999992
40.799999237060539.17925643920000000013 2014-10-3141.09999847441.3499984
41.430000305175739.79514694213000000008 2014-11-0341.4399986260000000042
00000000000042.540.45840454101000000017 2014-11-0442.83000183142.7000007
42.090000152587840.03202056884000000011 2014-11-0543.3199996940000042.25
42.590000152587840.87529373168000000014 2014-11-0642.59000015243.1399993
42.630001068115240.93214797973000000009 2014-11-0743.13999938943.2000007
41.680000305175741.52907562255000000013 2014-11-100000000042.543.8300018
43.319999694824241.15954208374000000011 2014-11-1100000000004443.4399986
42.840000152587841.15007781982000000007 2014-11-12000000043.2543.4300003
43.490001678466841.80385589599000000011 2014-11-1343.54000091544.1199989
43.669998168945341.69962692260000000008 2014-11-1400000000004444.0099983
43.630001068115241.39641952514000000008 2014-11-1743.97000122043.6899986
43.759998321533242.68502807617000000014 2014-11-1843.75999832145.0499992
44.040000915527341.78490066528000000011 2014-11-1944.83000183144.0999984
43.200000762939441.84175109863000000009 2014-11-2043.65000152544.1599998
0000000000043.2541.03637313842000000010 2014-11-2144.38000106843.3100013
42.779998779296840.94162750244000000009 2014-11-2443.72000122043.2099990
43.099998474121041.83227539062000000011 2014-11-2543.18000030544.1500015
000000000000004442.60923004150000000012 2014-11-2644.31000137344.9700012
000000000000004745.98234176635000000021 2014-11-2800000000004748.5299987
47.360000610351545.36646270751000000015 2014-12-0100000000004947.8800010
47.150001525878945.34751510620000000011 2014-12-0248.11999893147.8600006
46.930000305175745.70757293701000000008 2014-12-0347.74000167848.2400016
49.319999694824247.04354858398000000015 2014-12-0449.59999847449.6500015
50.009998321533248.33214950561000000015 2014-12-0550.09000015251.0099983
50.150001525878948.15212249755000000016 2014-12-0850.43999862650.8199996
47.389999389648445.77389526367000000020 2014-12-0949.09999847448.3100013
