3.507999897003174.777999877929000000093 2010-06-293.79999995234.77799987
48.313999176025349.69599914550000000027 2015-08-2848.37200164749.6959991
49.102001190185549.81200027465000000023 2015-08-3149.12400054949.8120002
47.394001007080047.72600173950000000027 2015-09-0148.06800079347.7260017
47.956001281738249.53799819946000000023 2015-09-0249.06000137349.5379981
000000000000004949.11399841308000000020 2015-09-0350.41199874849.1139984
47.639999389648448.38600158691000000018 2015-09-0448.17800140348.3860015
48.810001373291049.63399887084000000015 2015-09-0849.00999832149.6339988
49.659999847412149.78200149536000000016 2015-09-0950.40999984749.7820014
49.066001892089849.69599914550000000013 2015-09-1049.44599914549.6959991
48.945999145507850.04800033569000000011 2015-09-1149.52799987750.0480003
49.933998107910150.63800048828000000014 2015-09-1450.22000122050.6380004
49.900001525878950.71400070190000000014 2015-09-1550.54999923750.7140007
50.576000213623052.45000076293000000022 2015-09-1650.60800170852.4500007
52.138000488281252.41400146484000000017 2015-09-1752.79199981652.4140014
00000000000051.552.12400054931000000018 2015-09-1851.59199905352.1240005
51.159999847412152.84000015258000000030 2015-09-2152.79600143452.8400001
51.173999786376952.18799972534000000018 2015-09-2251.80599975552.1879997
51.515998840332052.21200180053000000013 2015-09-2352.38999938952.2120018
51.242000579833952.62400054931000000017 2015-09-2451.90599822952.6240005
51.229999542236351.38199996948000000018 2015-09-2553.32199859651.3819999
49.321998596191449.68600082397000000024 2015-09-2851.47000122049.6860008
49.091999053955049.33000183105000000018 2015-09-2950.09199905349.3300018
48.467998504638649.68000030517000000024 2015-09-3050.40000152549.6800003
47.425998687744147.97600173950000000022 2015-10-0149.50199890147.9760017
46.986000061035149.51399993896000000022 2015-10-0247.11999893149.5139999
48.826000213623049.22999954223000000018 2015-10-0549.76800155649.2299995
47.116001129150348.29199981689000000026 2015-10-0600000000004848.2919998
45.824001312255846.39199829101000000034 2015-10-0747.32600021346.3919982
44.262001037597645.34400177001000000030 2015-10-0846.01599884045.3440017
43.672000885009744.13800048828000000030 2015-10-0944.18600082344.1380004
43.054000854492143.11600112915000000019 2015-10-1244.59799957243.1160011
42.226001739501943.84999847412000000025 2015-10-1342.65599822943.8499984
43.085998535156243.37599945068000000015 2015-10-1444.13399887043.3759994
42.740001678466844.26200103759000000014 2015-10-1543.28599929844.2620010
44.574001312255845.40200042724000000021 2015-10-1644.60800170845.4020004
44.987998962402345.61999893188000000012 2015-10-1945.29999923745.6199989
40.400001525878942.60599899291000000074 2015-10-2045.54399871842.6059989
41.759998321533242.01800155639000000020 2015-10-2142.39799880942.0180015
41.880001068115242.34400177001000000014 2015-10-2242.31200027442.3440017
41.537998199462841.81800079345000000021 2015-10-2300000000004341.8180007
000000000000004243.05199813842000000016 2015-10-2642.27600097643.0519981
41.501998901367142.06999969482000000017 2015-10-2742.96799850442.0699996
41.659999847412142.59199905395000000013 2015-10-2842.26200103742.5919990
42.127998352050742.32600021362000000009 2015-10-2942.34999847442.3260002
40.777999877929641.38600158691000000022 2015-10-3042.08000183141.3860015
41.444000244140642.75799942016000000019 2015-11-0241.78400039642.7579994
41.549999237060541.66999816894000000041 2015-11-0342.77000045741.6699981
45.040000915527346.32600021362000000063 2015-11-0445.40000152546.3260002
45.838001251220746.35400009155000000022 2015-11-0546.11600112946.3540000
45.900001525878946.47200012207000000012 2015-11-0646.13999938946.4720001
44.861999511718745.06600189208000000019 2015-11-0946.59799957245.0660018
43.215999603271443.29999923706000000023 2015-11-1044.69599914543.2999992
42.726001739501943.81600189208000000016 2015-11-1143.55400085443.8160018
42.532001495361342.58800125122000000014 2015-11-1243.56999969442.5880012
41.304000854492141.43799972534000000017 2015-11-1342.59000015241.4379997
41.159999847412142.86199951171000000014 2015-11-1641.21799850442.8619995
42.279998779296842.79999923706000000010 2015-11-1743.04000091542.7999992
42.504001617431644.21400070190000000014 2015-11-1842.90000152544.2140007
44.060001373291044.36000061035000000012 2015-11-1944.10800170844.3600006
42.715999603271444.00199890136000000022 2015-11-2044.69800186144.0019989
42.936000823974643.54999923706000000012 2015-11-2343.47000122043.5499992
000000000000004343.65000152587000000012 2015-11-2443.07400131243.6500015
44.076000213623045.92800140380000000019 2015-11-2544.26800155645.9280014
45.402000427246046.32199859619000000009 2015-11-2746.21200180046.3219985
45.816001892089846.05199813842000000013 2015-11-3046.35800170846.0519981
46.209999084472647.43799972534000000018 2015-12-0146.21200180047.4379997
46.245998382568346.39799880981000000014 2015-12-0247.40000152546.3979988
000000000000004646.54199981689000000014 2015-12-0347.09600067146.5419998
45.532001495361346.07600021362000000012 2015-12-0446.49200057946.0760002
45.229999542236346.22600173950000000015 2015-12-0745.54000091546.2260017
44.840000152587845.34400177001000000013 2015-12-0845.50400161745.3440017
44.144001007080044.90399932861000000015 2015-12-0945.34000015244.9039993
44.728000640869145.41400146484000000010 2015-12-1044.94200134245.4140014
43.327999114990243.40399932861000000016 2015-12-1145.04800033543.4039993
42.973999023437543.71599960327000000014 2015-12-1443.50199890143.7159996
43.599998474121044.21799850463000000011 2015-12-1544.36399841344.2179985
44.145999908447246.90200042724000000025 2015-12-1644.41999816846.9020004
45.962001800537146.67800140380000000016 2015-12-1746.78799819946.6780014
45.858001708984346.09199905395000000015 2015-12-1846.57799911446.0919990
46.215999603271446.51200103759000000009 2015-12-2146.33800125146.5120010
45.925998687744145.99000167846000000009 2015-12-2246.99800109845.9900016
45.625999450683545.93999862670000000007 2015-12-2346.43600082345.9399986
45.655998229980446.11399841308000000003 2015-12-2446.11199951146.1139984
45.108001708984345.79000091552000000009 2015-12-2846.29800033545.7900009
45.909999847412147.43799972534000000012 2015-12-2946.01200103747.4379997
47.133998870849647.61800003051000000018 2015-12-3047.31999969447.6180000
47.673999786376948.00199890136000000013 2015-12-3147.70199966448.0019989
43.799999237060544.68199920654000000034 2016-01-0446.14400100744.6819992
000000000000004444.68600082397000000015 2016-01-0545.27199935944.6860008
43.195999145507843.80799865722000000018 2016-01-0600000000004443.8079986
42.734001159667943.13000106811000000017 2016-01-0742.83800125143.1300010
42.153999328613242.20000076293000000018 2016-01-0843.57199859642.2000007
40.599998474121041.56999969482000000020 2016-01-1142.80199813841.5699996
41.062000274658241.99399948120000000015 2016-01-1242.31999969441.9939994
000000000000004040.06200027465000000020 2016-01-1342.40200042740.0620002
38.675998687744141.23600006103000000032 2016-01-1440.44200134241.2360000
39.450000762939440.99800109863000000027 2016-01-1539.79399871840.9980010
40.155998229980440.94400024414000000020 2016-01-1941.74200057940.9440002
0000000000038.2539.74000167846000000029 2016-01-2039.88000106839.7400016
39.004001617431639.99399948120000000015 2016-01-2140.31000137339.9939994
39.805999755859340.50999832153000000015 2016-01-2240.95999908440.5099983
39.175998687744139.27600097656000000013 2016-01-2540.01200103739.2760009
37.776000976562538.71200180053000000024 2016-01-2639.34000015238.7120018
37.153999328613237.61399841308000000018 2016-01-2738.47600173937.6139984
36.481998443603537.93999862670000000022 2016-01-2838.15800094637.9399986
37.616001129150338.24000167846000000014 2016-01-2937.99000167838.2400016
36.549999237060539.38800048828000000026 2016-02-0137.75199890139.3880004
36.046001434326136.55599975585000000028 2016-02-0238.48400115936.5559997
34.035999298095734.69599914550000000039 2016-02-0336.71799850434.6959991
33.397998809814435.06600189208000000021 2016-02-0434.13999938935.0660018
31.548000335693332.52000045776000000047 2016-02-0534.25999832132.5200004
29.200000762939429.59799957275000000046 2016-02-0831.42000007629.5979995
28.209999084472629.64999961853000000043 2016-02-0928.46400070129.6499996
28.347999572753928.73399925231000000052 2016-02-1030.10000038128.7339992
29.399999618530230.09399986267000000071 2016-02-1130.39999961830.0939998
28.739999771118130.20800018310000000036 2016-02-1200000000003130.2080001
30.822000503540031.03400039672000000027 2016-02-1631.73999977131.0340003
31.336000442504833.73600006103000000029 2016-02-1731.79999923733.7360000
32.953998565673833.35400009155000000019 2016-02-1834.48400115933.3540000
00000000000032.533.31600189208000000014 2016-02-1932.73199844333.3160018
33.970001220703135.54800033569000000025 2016-02-2234.02399826035.5480003
34.736000061035135.44200134277000000029 2016-02-2335.23199844335.4420013
33.568000793457035.79999923706000000026 2016-02-2434.54999923735.7999992
35.040000915527337.48600006103000000028 2016-02-2535.72999954237.4860000
000000000000003738.06800079345000000030 2016-02-2637.74000167838.0680007
37.844001770019538.38600158691000000022 2016-02-2938.47999954238.3860015
36.540000915527337.27000045776000000033 2016-03-0138.84999847437.2700004
36.299999237060537.66799926757000000024 2016-03-0236.74599838237.6679992
36.844001770019539.14799880981000000024 2016-03-0337.65599822939.1479988
00000000000039.540.20800018310000000032 2016-03-0439.59999847440.2080001
39.479999542236341.05799865722000000026 2016-03-0739.53599929841.0579986
40.439998626708940.52000045776000000020 2016-03-0840.70000076240.5200004
40.557998657226541.74399948120000000016 2016-03-0940.90399932841.7439994
40.133998870849641.03599929809000000025 2016-03-1000000000004241.0359992
41.0660018920898000000000041.5000000016 2016-03-1141.58599853500000041.5
42.127998352050743.02999877929000000020 2016-03-1442.52999877943.0299987
42.299999237060543.66799926757000000015 2016-03-1542.85400009143.6679992
43.403999328613244.38600158691000000017 2016-03-1643.59999847444.3860015
000000000000004445.27600097656000000018 2016-03-1744.29399871845.2760009
45.611999511718746.54800033569000000023 2016-03-1845.81999969446.5480003
000000000000004747.66400146484000000026 2016-03-2147.06800079347.6640014
46.512001037597646.84799957275000000021 2016-03-2247.44200134246.8479995
44.405998229980444.51599884033000000024 2016-03-2346.47399902344.5159988
000000000000004345.54999923706000000024 2016-03-2443.15599822945.5499992
000000000000004546.05199813842000000019 2016-03-2846.32199859646.0519981
45.066001892089846.02600097656000000020 2016-03-2945.97800064046.0260009
45.299999237060545.37799835205000000020 2016-03-3047.01800155645.3779983
45.001998901367145.95399856567000000040 2016-03-3145.86800003045.9539985
46.650001525878947.51800155639000000079 2016-04-0148.96599960347.5180015
48.728000640869149.39799880981000000067 2016-04-0449.82400131249.3979988
000000000000004851.09400177001000000049 2016-04-0548.09999847451.0940017
50.689998626708953.08399963378000000058 2016-04-0650.79399871853.0839996
50.902000427246051.43999862670000000044 2016-04-0753.29000091551.4399986
49.604000091552750.01399993896000000036 2016-04-0852.09999847450.0139999
49.060001373291049.98400115966000000045 2016-04-1150.20000076249.9840011
48.726001739501949.56399917602000000028 2016-04-1249.90000152549.5639991
49.465999603271450.90599822998000000024 2016-04-1349.70199966450.9059982
50.209999084472650.37200164794000000020 2016-04-1450.59999847450.3720016
49.824001312255850.90200042724000000018 2016-04-1550.26200103750.9020004
50.332000732421850.77600097656000000021 2016-04-1850.44599914550.7760009
0000000000048.2549.47399902343000000031 2016-04-1950.62400054949.4739990
48.299999237060549.99399948120000000025 2016-04-2049.25199890149.9939994
49.381999969482449.65800094604000000013 2016-04-2149.79800033549.6580009
49.141998291015600000000050.75000000018 2016-04-2249.7779998770000050.75
50.152000427246050.36399841308000000018 2016-04-2550.60200119050.3639984
49.877998352050750.74800109863000000016 2016-04-2650.40999984750.7480010
49.880001068115250.29399871826000000016 2016-04-2750.54999923750.2939987
49.487998962402349.54199981689000000012 2016-04-2849.97000122049.5419998
47.562000274658248.15200042724000000027 2016-04-2949.62799835248.1520004
46.964000701904348.36000061035000000019 2016-05-0248.29999923748.3600006
46.324001312255846.46400070190000000021 2016-05-0347.47200012246.4640007
44.080001831054644.51200103759000000043 2016-05-0446.05799865744.5120010
41.958000183105442.30599975585000000056 2016-05-0545.69200134242.3059997
41.622001647949242.98600006103000000028 2016-05-0642.17399978642.9860000
41.360000610351541.78400039672000000023 2016-05-0943.14400100741.7840003
000000000000004141.73799896240000000020 2016-05-1041.50999832141.7379989
41.209999084472641.79199981689000000025 2016-05-1141.51800155641.7919998
40.731998443603541.45600128173000000018 2016-05-1242.28799819941.4560012
41.340000152587841.52199935913000000014 2016-05-1341.55599975541.5219993
41.583999633789041.65800094604000000014 2016-05-1641.63000106841.6580009
40.804000854492140.93199920654000000014 2016-05-1741.81000137340.9319992
41.549999237060542.23400115966000000028 2016-05-1841.83000183142.2340011
41.459999084472643.04199981689000000034 2016-05-1942.72399902343.0419998
43.270000457763644.05599975585000000045 2016-05-2043.39799880944.0559997
43.172000885009743.24399948120000000025 2016-05-2343.97399902343.2439994
43.035999298095743.58200073242000000015 2016-05-2443.31999969443.5820007
43.301998138427743.91600036621000000015 2016-05-2543.58200073243.9160003
43.810001373291045.02399826049000000020 2016-05-2644.09999847445.0239982
44.150001525878944.60800170898000000018 2016-05-2744.99800109844.6080017
44.299999237060544.64599990844000000013 2016-05-3144.60800170844.6459999
43.377998352050743.91199874877000000014 2016-06-0144.29600143443.9119987
43.422000885009743.79199981689000000010 2016-06-0243.91799926743.7919998
43.602001190185543.79800033569000000011 2016-06-0300000000004443.7980003
43.090000152587844.13600158691000000011 2016-06-0643.59999847444.1360015
44.304000854492146.46799850463000000031 2016-06-0744.44800186146.4679985
46.521999359130847.10400009155000000029 2016-06-0846.75999832147.1040000
45.411998748779345.87200164794000000022 2016-06-0946.99599838245.8720016
43.683998107910143.75799942016000000030 2016-06-1045.47800064043.7579994
43.532001495361343.57400131225000000020 2016-06-1343.90000152543.5740013
42.506000518798842.99200057983000000017 2016-06-1443.77600097642.9920005
43.026000976562543.54000091552000000014 2016-06-1543.38999938943.5400009
42.700000762939443.58599853515000000012 2016-06-1643.48400115943.5859985
42.900001525878943.09400177001000000015 2016-06-1743.56200027443.0940017
43.645999908447243.93999862670000000017 2016-06-2043.90000152543.9399986
43.762001037597643.92200088500000000022 2016-06-2144.13600158643.9220008
39.150001525878939.33200073242000000118 2016-06-2239.89400100739.3320007
38.425998687744139.27999877929000000050 2016-06-2339.13800048839.2799987
37.945999145507838.63000106811000000035 2016-06-2438.00999832138.6300010
37.574001312255839.70999908447000000036 2016-06-2738.17200088539.7099990
39.881999969482440.35800170898000000031 2016-06-2840.37799835240.3580017
40.599998474121042.03799819946000000029 2016-06-2941.02600097642.0379981
41.804000854492142.45600128173000000024 2016-06-3042.59400177042.4560012
41.200000762939443.29999923706000000027 2016-07-0141.22800064043.2999992
41.599998474121042.79600143432000000025 2016-07-0541.94599914542.7960014
41.799999237060542.88800048828000000024 2016-07-0600000000004242.8880004
42.602001190185543.18799972534000000018 2016-07-0742.61999893143.1879997
42.900001525878943.35599899291000000020 2016-07-0843.56000137343.3559989
43.902000427246044.95600128173000000027 2016-07-1143.99200057944.9560012
44.644001007080044.93000030517000000022 2016-07-1244.81999969444.9300003
44.057998657226544.50600051879000000017 2016-07-1345.09999847444.5060005
44.209999084472644.30599975585000000013 2016-07-1444.62400054944.3059997
43.928001403808544.08000183105000000011 2016-07-1544.50400161744.0800018
43.659999847412100000000045.25000000017 2016-07-1843.9280014030000045.25
44.950000762939445.05199813842000000015 2016-07-1900000000004545.0519981
000000000000004545.67200088500000000012 2016-07-2045.29399871845.6720008
43.819999694824244.09999847412000000022 2016-07-2145.20000076244.0999984
43.776000976562544.45399856567000000012 2016-07-2244.39799880944.4539985
44.273998260498046.00199890136000000022 2016-07-2544.45399856546.0019989
45.060001373291045.90200042724000000017 2016-07-2645.53799819945.9020004
45.383998870849645.69800186157000000014 2016-07-2745.86800003045.6980018
45.319999694824246.12200164794000000012 2016-07-2845.59000015246.1220016
46.048000335693346.95800018310000000015 2016-07-2946.13999938946.9580001
45.875999450683546.00199890136000000020 2016-08-0147.09999847446.0019989
44.279998779296845.43999862670000000019 2016-08-0245.87400054945.4399986
44.841999053955045.15800094604000000019 2016-08-0345.47399902345.1580009
44.409999847412146.12200164794000000020 2016-08-0445.13800048846.1220016
45.479999542236346.00600051879000000016 2016-08-0500000000004646.0060005
45.217998504638645.23199844360000000011 2016-08-0845.59999847445.2319984
45.330001831054645.81600189208000000011 2016-08-0945.36399841345.8160018
44.923999786376945.13000106811000000011 2016-08-1045.64799880945.1300010
44.681999206542944.98199844360000000009 2016-08-1145.23400115944.9819984
44.807998657226545.12200164794000000009 2016-08-1245.08200073245.1220016
44.986000061035145.11800003051000000010 2016-08-1545.20399856545.1180000
44.681999206542944.72200012207000000011 2016-08-1645.09799957244.7220001
44.560001373291044.64799880981000000008 2016-08-1744.86600112944.6479988
44.458000183105444.70199966430000000008 2016-08-1844.76399993844.7019996
44.506000518798800000000000045000000008 2016-08-1944.7080001830000000045
44.535999298095744.58599853515000000010 2016-08-2244.83399963344.5859985
44.560001373291044.96799850463000000023 2016-08-2344.86399841344.9679985
44.444000244140644.52399826049000000012 2016-08-2445.40999984744.5239982
44.153999328613244.19200134277000000008 2016-08-2544.62200164744.1920013
43.763999938964843.99800109863000000011 2016-08-2644.42800140343.9980010
000000000000004343.04000091552000000016 2016-08-2944.02999877943.0400009
42.104000091552742.26800155639000000015 2016-08-3043.22200012242.2680015
41.729999542236342.40200042724000000016 2016-08-3142.08599853542.4020004
40.099998474121040.15399932861000000039 2016-09-0141.80199813840.1539993
39.240001678466839.55599975585000000029 2016-09-0240.46599960339.5559997
39.799999237060540.56600189208000000021 2016-09-0639.80400085440.5660018
40.141998291015640.34199905395000000018 2016-09-0741.09999847440.3419990
39.271999359130839.47200012207000000016 2016-09-0839.90999984739.4720001
38.740001678466838.89400100708000000018 2016-09-0939.81800079338.8940010
38.819999694824239.65999984741000000018 2016-09-1200000000003939.6599998
38.689998626708939.20999908447000000017 2016-09-1339.41199874839.2099990
38.972000122070339.28200149536000000011 2016-09-1439.15000152539.2820014
39.279998779296840.08399963378000000015 2016-09-1539.29800033540.0839996
39.799999237060541.08000183105000000015 2016-09-1640.08399963341.0800018
000000000000004141.26800155639000000011 2016-09-1941.40000152541.2680015
40.782001495361340.92800140380000000012 2016-09-2041.36999893140.9280014
40.312000274658241.04399871826000000013 2016-09-2141.27399826041.0439987
40.599998474121041.28599929809000000011 2016-09-2241.27999877941.2859992
41.133998870849641.49000167846000000014 2016-09-2341.19800186141.4900016
41.299999237060541.79800033569000000011 2016-09-2641.29999923741.7980003
40.922000885009741.16199874877000000016 2016-09-2741.93000030541.1619987
41.051998138427741.25400161743000000010 2016-09-2841.50199890141.2540016
40.116001129150340.13999938964000000013 2016-09-2941.11999893140.1399993
39.909999847412140.80599975585000000012 2016-09-3040.44200134240.8059997
41.650001525878942.74000167846000000029 2016-10-0342.45999908442.7400016
41.763999938964842.28200149536000000017 2016-10-0442.61999893142.2820014
41.624000549316441.69200134277000000009 2016-10-0542.44800186141.6920013
40.041999816894540.20000076293000000023 2016-10-0640.49200057940.2000007
39.159999847412139.32199859619000000017 2016-10-0740.20000076239.3219985
39.931999206542940.18999862670000000016 2016-10-1040.27000045740.1899986
39.661998748779340.02000045776000000011 2016-10-1140.36999893140.0200004
40.083999633789040.30199813842000000009 2016-10-1240.18999862640.3019981
39.409999847412140.04800033569000000012 2016-10-1340.09999847440.0480003
39.259998321533239.30199813842000000021 2016-10-1440.13199996939.3019981
38.400001525878938.79199981689000000022 2016-10-1739.40999984738.7919998
38.652000427246039.81999969482000000028 2016-10-1839.19800186139.8199996
39.611999511718740.71200180053000000034 2016-10-1939.94800186140.7120018
39.409999847412139.81999969482000000025 2016-10-2040.42399978639.8199996
39.481998443603540.01800155639000000014 2016-10-2139.72000122040.0180015
40.049999237060540.55199813842000000013 2016-10-2440.20000076240.5519981
40.240001678466840.46799850463000000012 2016-10-2540.58000183140.4679985
40.020000457763640.44800186157000000028 2016-10-2640.20000076240.4480018
40.330001831054640.80199813842000000065 2016-10-2742.26800155640.8019981
39.965999603271439.99399948120000000021 2016-10-2840.79999923739.9939994
39.161998748779339.54600143432000000023 2016-10-3140.49800109839.5460014
37.622001647949238.15800094604000000035 2016-11-0139.60800170838.1580009
37.501998901367137.60400009155000000021 2016-11-0238.00999832137.6040000
37.408000946044937.48400115966000000013 2016-11-0337.79999923737.4840011
37.192001342773438.11199951171000000025 2016-11-0437.79999923738.1119995
38.009998321533238.64199829101000000019 2016-11-0738.71799850438.6419982
38.251998901367138.98799896240000000016 2016-11-0838.75799942038.9879989
36.790000915527338.01200103759000000040 2016-11-0937.37599945038.0120010
36.083999633789037.06999969482000000033 2016-11-1038.20999908437.0699996
36.599998474121037.71200180053000000019 2016-11-1136.84799957237.7120018
35.638000488281236.29000091552000000032 2016-11-1437.59999847436.2900009
36.409999847412136.75400161743000000019 2016-11-1536.55599975536.7540016
36.242000579833936.78599929809000000017 2016-11-1636.52999877936.7859992
36.422000885009737.73199844360000000024 2016-11-1736.69800186137.7319984
000000000000003737.00400161743000000026 2016-11-1838.13000106837.0040016
36.881999969482436.90399932861000000021 2016-11-2137.00799942036.9039993
36.742000579833938.23400115966000000028 2016-11-2237.16799926738.2340011
37.799999237060538.62799835205000000024 2016-11-2338.12200164738.6279983
38.728000640869139.33000183105000000011 2016-11-2538.72800064039.3300018
38.909999847412139.22399902343000000022 2016-11-2839.09600067139.2239990
37.900001525878937.91400146484000000022 2016-11-2939.11199951137.9140014
00000000000037.537.88000106811000000017 2016-11-3038.20000076237.8800010
36.200000762939436.37599945068000000025 2016-12-0137.65000152536.3759994
000000000000003636.29399871826000000020 2016-12-0236.57600021336.2939987
36.501998901367137.36000061035000000020 2016-12-0536.50199890137.3600006
36.535999298095737.16999816894000000016 2016-12-0637.10400009137.1699981
000000000000003738.63000106811000000027 2016-12-0737.22999954238.6300010
37.908000946044938.45800018310000000015 2016-12-0838.40999984738.4580001
38.161998748779338.43600082397000000013 2016-12-0938.17399978638.4360008
38.236000061035138.48600006103000000012 2016-12-1238.56000137338.4860000
38.599998474121039.63000106811000000034 2016-12-1338.63600158639.6300010
39.352001190185539.73799896240000000020 2016-12-1439.74800109839.7379989
39.478000640869139.51599884033000000016 2016-12-1539.68199920639.5159988
39.520000457763640.49800109863000000018 2016-12-1639.61600112940.4980010
39.967998504638640.54600143432000000017 2016-12-1940.49800109840.5460014
00000000000040.541.75799942016000000023 2016-12-2040.61000061041.7579994
41.481998443603541.54000091552000000026 2016-12-2141.68999862641.5400009
41.299999237060541.68999862670000000015 2016-12-2241.64400100741.6899986
41.541999816894542.66799926757000000023 2016-12-2341.59999847442.6679992
42.883998870849643.90599822998000000029 2016-12-2742.97600173943.9059982
43.439998626708943.94800186157000000018 2016-12-2844.30599975543.9480018
42.824001312255842.93600082397000000020 2016-12-2943.71200180042.9360008
42.335998535156242.73799896240000000023 2016-12-3043.25999832142.7379989
42.192001342773443.39799880981000000029 2017-01-0342.97200012243.3979988
42.861999511718745.39799880981000000056 2017-01-0442.95000076245.3979988
44.389999389648445.34999847412000000029 2017-01-0545.28400039645.3499984
45.090000152587845.80199813842000000027 2017-01-0645.38600158645.8019981
45.599998474121046.25600051879000000019 2017-01-0945.79399871846.2560005
45.377998352050745.97399902343000000018 2017-01-1046.40000152545.9739990
45.335998535156245.94599914550000000018 2017-01-1145.81399917645.9459991
45.116001129150345.91799926757000000018 2017-01-1245.81200027445.9179992
45.917999267578147.54999923706000000030 2017-01-1300000000004647.5499992
46.874000549316447.11600112915000000023 2017-01-1747.34000015247.1160011
47.116001129150347.67200088500000000018 2017-01-1847.33000183147.6720008
48.150001525878948.75199890136000000038 2017-01-1949.45000076248.7519989
48.602001190185548.94599914550000000021 2017-01-2049.09199905348.9459991
49.099998474121049.78400039672000000031 2017-01-2349.16999816849.7840003
49.930000305175750.92200088500000000024 2017-01-2400000000005050.9220008
50.360000610351550.89400100708000000025 2017-01-2551.46200180050.8940010
50.150001525878950.50199890136000000015 2017-01-2650.85800170850.5019989
49.703998565673850.59000015258000000015 2017-01-2750.27600097650.5900001
49.419998168945350.12599945068000000019 2017-01-3050.50600051850.1259994
49.540000915527350.38600158691000000020 2017-01-3149.84799957250.3860015
49.810001373291049.84799957275000000019 2017-02-0150.61000061049.8479995
49.541999816894550.31000137329000000012 2017-02-0249.66799926750.3100013
49.936000823974650.26599884033000000010 2017-02-0350.38199996950.2659988
50.125999450683551.55400085449000000017 2017-02-0650.20000076251.5540008
51.284000396728551.49599838256000000021 2017-02-0751.63800048851.4959983
51.240001678466852.41600036621000000019 2017-02-0851.47000122052.4160003
53.229999542236353.84000015258000000039 2017-02-09000000053.2553.8400001
53.222000122070353.84600067138000000018 2017-02-1053.95800018353.8460006
54.102001190185556.11999893188000000035 2017-02-1354.14799880956.1199989
55.722000122070356.19599914550000000036 2017-02-1455.80599975556.1959991
55.287998199462855.95199966430000000024 2017-02-1500000000005655.9519996
53.700000762939453.79000091552000000035 2017-02-1655.52000045753.7900009
52.830001831054654.44599914550000000031 2017-02-1753.15999984754.4459991
54.801998138427755.47800064086000000028 2017-02-2155.09000015255.4780006
54.520000457763654.70199966430000000043 2017-02-2256.06200027454.7019996
51.111999511718751.19800186157000000074 2017-02-2352.79999923751.1980018
50.040000915527351.40000152587000000040 2017-02-2450.53200149551.4000015
48.402000427246049.24599838256000000057 2017-02-2749.63399887049.2459983
48.779998779296849.99800109863000000030 2017-02-2848.83800125149.9980010
49.821998596191450.00400161743000000024 2017-03-0150.83599853550.0040016
49.653999328613250.09600067138000000016 2017-03-0249.94200134250.0960006
49.799999237060550.31399917602000000014 2017-03-0350.14799880950.3139991
49.501998901367150.24200057983000000016 2017-03-0649.58200073250.2420005
49.664001464843749.71799850463000000017 2017-03-0750.38399887049.7179985
49.063999176025349.37400054931000000018 2017-03-0849.40000152549.3740005
48.599998474121048.97999954223000000019 2017-03-0949.52600097648.9799995
48.599998474121048.73799896240000000015 2017-03-1049.24200057948.7379989
48.555999755859349.23400115966000000015 2017-03-1348.96400070149.2340011
49.203998565673851.59999847412000000037 2017-03-1449.22200012251.5999984
50.854000091552751.14599990844000000026 2017-03-1551.40000152551.1459999
51.812000274658252.40999984741000000035 2017-03-1652.47999954252.4099998
52.240001678466852.29999923706000000032 2017-03-1752.79999923752.2999992
51.763999938964852.38399887084000000018 2017-03-2052.11999893152.3839988
50.048000335693350.13600158691000000034 2017-03-2152.56600189250.1360015
50.102001190185551.00199890136000000020 2017-03-2250.31200027451.0019989
50.659999847412150.95600128173000000016 2017-03-2351.07799911450.9560012
51.001998901367152.63199996948000000028 2017-03-2451.13999938952.6319999
51.950000762939454.04399871826000000031 2017-03-2752.11999893154.0439987
000000000000005555.49000167846000000039 2017-03-2855.40399932855.4900016
55.108001708984355.47600173950000000018 2017-03-2955.66799926755.4760017
55.442001342773455.58399963378000000020 2017-03-3055.60800170855.5839996
55.263999938964855.65999984741000000016 2017-03-3155.74599838255.6599998
56.916000366210959.70399856567000000069 2017-04-0357.38000106859.7039985
58.905998229980460.74000167846000000050 2017-04-0459.37799835260.7400016
58.840000152587800000000000059000000039 2017-04-0560.4080009460000000059
58.819999694824259.74000167846000000027 2017-04-0659.37599945059.7400016
59.430000305175760.50799942016000000022 2017-04-070000000059.560.5079994
61.742000579833962.47800064086000000038 2017-04-1061.83000183162.4780006
61.099998474121061.74200057983000000028 2017-04-1162.67599868761.7420005
59.263999938964859.36800003051000000030 2017-04-1261.26800155659.3680000
59.060001373291060.79999923706000000046 2017-04-1359.34000015260.7999992
59.736000061035160.28799819946000000020 2017-04-1760.54000091560.2879981
59.580001831054660.04999923706000000015 2017-04-1859.93999862660.0499992
60.422000885009761.10400009155000000019 2017-04-1960.49200057961.1040000
60.046001434326160.50199890136000000030 2017-04-2061.30199813860.5019989
60.083999633789061.11999893188000000022 2017-04-2160.40000152561.1199989
61.203998565673861.60599899291000000025 2017-04-2461.84400177061.6059989
61.172000885009762.75799942016000000033 2017-04-2561.59999847462.7579994
61.799999237060562.03400039672000000023 2017-04-2662.47399902362.0340003
00000000000061.561.72600173950000000017 2017-04-2762.33800125161.7260017
61.599998474121062.81399917602000000022 2017-04-2861.96599960362.8139991
62.962001800537164.56600189208000000044 2017-05-0162.97600173964.5660018
63.312000274658263.77799987792000000026 2017-05-0264.80000305163.7779998
62.090000152587862.20399856567000000035 2017-05-0363.53400039662.2039985
58.152000427246059.09199905395000000070 2017-05-0461.48799896259.0919990
